,Prompt,Activation Location,Activation Name,Magnitude
3049,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,113.32437
3050,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,108.928604
3051,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,122.52111
3052,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,106.469696
3053,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,104.12396
3054,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,122.28518
3055,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,103.30011
3056,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,120.56343
3057,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,97.02926
3058,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,94.945694
3059,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,125.19784
3060,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,86.66739
3061,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,94.68542
3062,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,93.77617
3063,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,98.46826
3064,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,101.185234
3065,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,91.16467
3066,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,89.83705
3067,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,112.89521
3068,"I'm so tired of people arguing about politics on the internet, can't we all just get along?",15,blocks.15.hook_resid_pre,83.37374
3069,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,143.40787
3070,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,114.78358
3071,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,108.06099
3072,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,108.71621
3073,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,120.26074
3074,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,117.77709
3075,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,91.892365
3076,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,89.15298
3077,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,116.24633
3078,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,95.451645
3079,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,101.54874
3080,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,103.276375
3081,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,119.781746
3082,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,122.413574
3083,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,96.46813
3084,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,92.19159
3085,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,133.62032
3086,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,94.02595
3087,"I love this new TV show, the characters are so well-developed and the plot is amazing",15,blocks.15.hook_resid_pre,107.4301
3088,"A devastating earthquake hit the city last night, leaving thousands homeless",15,blocks.15.hook_resid_pre,151.66199
3089,"A devastating earthquake hit the city last night, leaving thousands homeless",15,blocks.15.hook_resid_pre,141.96378
3090,"A devastating earthquake hit the city last night, leaving thousands homeless",15,blocks.15.hook_resid_pre,150.47902
3091,"A devastating earthquake hit the city last night, leaving thousands homeless",15,blocks.15.hook_resid_pre,121.46772
3092,"A devastating earthquake hit the city last night, leaving thousands homeless",15,blocks.15.hook_resid_pre,97.551315
3093,"A devastating earthquake hit the city last night, leaving thousands homeless",15,blocks.15.hook_resid_pre,116.76819
3094,"A devastating earthquake hit the city last night, leaving thousands homeless",15,blocks.15.hook_resid_pre,97.61101
3095,"A devastating earthquake hit the city last night, leaving thousands homeless",15,blocks.15.hook_resid_pre,115.25014
3096,"A devastating earthquake hit the city last night, leaving thousands homeless",15,blocks.15.hook_resid_pre,91.21179
3097,"A devastating earthquake hit the city last night, leaving thousands homeless",15,blocks.15.hook_resid_pre,106.8662
3098,"A devastating earthquake hit the city last night, leaving thousands homeless",15,blocks.15.hook_resid_pre,123.00548
3099,"A devastating earthquake hit the city last night, leaving thousands homeless",15,blocks.15.hook_resid_pre,138.27553
3100,Scientists discover a new species of fish deep in the ocean,15,blocks.15.hook_resid_pre,156.17345
3101,Scientists discover a new species of fish deep in the ocean,15,blocks.15.hook_resid_pre,120.31248
3102,Scientists discover a new species of fish deep in the ocean,15,blocks.15.hook_resid_pre,96.27269
3103,Scientists discover a new species of fish deep in the ocean,15,blocks.15.hook_resid_pre,110.94059
3104,Scientists discover a new species of fish deep in the ocean,15,blocks.15.hook_resid_pre,131.84796
3105,Scientists discover a new species of fish deep in the ocean,15,blocks.15.hook_resid_pre,102.15561
3106,Scientists discover a new species of fish deep in the ocean,15,blocks.15.hook_resid_pre,125.30712
3107,Scientists discover a new species of fish deep in the ocean,15,blocks.15.hook_resid_pre,119.96426
3108,Scientists discover a new species of fish deep in the ocean,15,blocks.15.hook_resid_pre,99.35629
3109,Scientists discover a new species of fish deep in the ocean,15,blocks.15.hook_resid_pre,99.39079
3110,Scientists discover a new species of fish deep in the ocean,15,blocks.15.hook_resid_pre,129.55809
3111,Why are people still believing in flat earth theory?,15,blocks.15.hook_resid_pre,143.99062
3112,Why are people still believing in flat earth theory?,15,blocks.15.hook_resid_pre,113.89056
3113,Why are people still believing in flat earth theory?,15,blocks.15.hook_resid_pre,113.31746
3114,Why are people still believing in flat earth theory?,15,blocks.15.hook_resid_pre,106.29066
3115,Why are people still believing in flat earth theory?,15,blocks.15.hook_resid_pre,111.06431
3116,Why are people still believing in flat earth theory?,15,blocks.15.hook_resid_pre,99.71019
3117,Why are people still believing in flat earth theory?,15,blocks.15.hook_resid_pre,122.6233
3118,Why are people still believing in flat earth theory?,15,blocks.15.hook_resid_pre,111.01331
3119,Why are people still believing in flat earth theory?,15,blocks.15.hook_resid_pre,109.624664
3120,Why are people still believing in flat earth theory?,15,blocks.15.hook_resid_pre,93.868164
3121,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,154.20784
3122,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,127.3125
3123,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,123.015434
3124,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,138.30196
3125,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,94.40802
3126,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,104.79697
3127,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,91.972275
3128,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,136.80573
3129,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,117.85997
3130,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,104.331894
3131,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,124.52235
3132,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,90.70971
3133,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,102.00408
3134,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,95.89544
3135,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,111.08147
3136,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,97.31674
3137,"The local animal shelter is holding an adoption event this weekend, don't miss it!",15,blocks.15.hook_resid_pre,93.637146
3138,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,154.20784
3139,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,134.0416
3140,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,94.23834
3141,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,122.1571
3142,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,93.66497
3143,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,110.4771
3144,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,95.05681
3145,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,104.35675
3146,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,123.07794
3147,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,92.73402
3148,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,94.78406
3149,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,120.28493
3150,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,87.15333
3151,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,117.32042
3152,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,95.26337
3153,"The city is planning to build a new park in the neighborhood, residents are excited",15,blocks.15.hook_resid_pre,119.31759
3154,"My dog ate my homework, literally, can anyone relate?",15,blocks.15.hook_resid_pre,145.0025
3155,"My dog ate my homework, literally, can anyone relate?",15,blocks.15.hook_resid_pre,133.10258
3156,"My dog ate my homework, literally, can anyone relate?",15,blocks.15.hook_resid_pre,113.07632
3157,"My dog ate my homework, literally, can anyone relate?",15,blocks.15.hook_resid_pre,100.94655
3158,"My dog ate my homework, literally, can anyone relate?",15,blocks.15.hook_resid_pre,121.241455
3159,"My dog ate my homework, literally, can anyone relate?",15,blocks.15.hook_resid_pre,90.126816
3160,"My dog ate my homework, literally, can anyone relate?",15,blocks.15.hook_resid_pre,118.28774
3161,"My dog ate my homework, literally, can anyone relate?",15,blocks.15.hook_resid_pre,91.565254
3162,"My dog ate my homework, literally, can anyone relate?",15,blocks.15.hook_resid_pre,90.37356
3163,"My dog ate my homework, literally, can anyone relate?",15,blocks.15.hook_resid_pre,101.24964
3164,"My dog ate my homework, literally, can anyone relate?",15,blocks.15.hook_resid_pre,106.61158
3165,"My dog ate my homework, literally, can anyone relate?",15,blocks.15.hook_resid_pre,86.57383
3166,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,160.08983
3167,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,119.190926
3168,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,132.75328
3169,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,127.81523
3170,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,96.706535
3171,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,99.65073
3172,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,97.77393
3173,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,110.11813
3174,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,95.96495
3175,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,116.638824
3176,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,86.78086
3177,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,88.67441
3178,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,94.26426
3179,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,93.10963
3180,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,105.5716
3181,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,116.17219
3182,"This new diet trend is taking the world by storm, but is it really effective?",15,blocks.15.hook_resid_pre,88.113556
3183,Bush did 9/11 because,20,blocks.20.hook_resid_pre,164.91618
3184,Bush did 9/11 because,20,blocks.20.hook_resid_pre,134.95186
3185,Bush did 9/11 because,20,blocks.20.hook_resid_pre,127.84763
3186,Bush did 9/11 because,20,blocks.20.hook_resid_pre,143.48857
3187,Bush did 9/11 because,20,blocks.20.hook_resid_pre,152.61234
3188,Bush did 9/11 because,20,blocks.20.hook_resid_pre,115.38929
3189,Barack Obama was born in,20,blocks.20.hook_resid_pre,176.63702
3190,Barack Obama was born in,20,blocks.20.hook_resid_pre,137.97601
3191,Barack Obama was born in,20,blocks.20.hook_resid_pre,149.70676
3192,Barack Obama was born in,20,blocks.20.hook_resid_pre,110.61934
3193,Barack Obama was born in,20,blocks.20.hook_resid_pre,144.59885
3194,Barack Obama was born in,20,blocks.20.hook_resid_pre,124.68782
3195,Shrek starts off in a swamp,20,blocks.20.hook_resid_pre,175.77211
3196,Shrek starts off in a swamp,20,blocks.20.hook_resid_pre,151.2028
3197,Shrek starts off in a swamp,20,blocks.20.hook_resid_pre,123.08278
3198,Shrek starts off in a swamp,20,blocks.20.hook_resid_pre,137.11737
3199,Shrek starts off in a swamp,20,blocks.20.hook_resid_pre,109.16405
3200,Shrek starts off in a swamp,20,blocks.20.hook_resid_pre,110.745316
3201,Shrek starts off in a swamp,20,blocks.20.hook_resid_pre,169.82738
3202,I went up to my friend and said,20,blocks.20.hook_resid_pre,167.14688
3203,I went up to my friend and said,20,blocks.20.hook_resid_pre,136.97496
3204,I went up to my friend and said,20,blocks.20.hook_resid_pre,134.58861
3205,I went up to my friend and said,20,blocks.20.hook_resid_pre,123.01263
3206,I went up to my friend and said,20,blocks.20.hook_resid_pre,119.9029
3207,I went up to my friend and said,20,blocks.20.hook_resid_pre,143.1519
3208,I went up to my friend and said,20,blocks.20.hook_resid_pre,124.697464
3209,I went up to my friend and said,20,blocks.20.hook_resid_pre,128.54951
3210,I talk about weddings constantly,20,blocks.20.hook_resid_pre,167.14688
3211,I talk about weddings constantly,20,blocks.20.hook_resid_pre,130.14749
3212,I talk about weddings constantly,20,blocks.20.hook_resid_pre,130.56633
3213,I talk about weddings constantly,20,blocks.20.hook_resid_pre,175.35052
3214,I talk about weddings constantly,20,blocks.20.hook_resid_pre,145.75514
3215,I bring up weddings in every situation,20,blocks.20.hook_resid_pre,167.14688
3216,I bring up weddings in every situation,20,blocks.20.hook_resid_pre,127.74479
3217,I bring up weddings in every situation,20,blocks.20.hook_resid_pre,137.31805
3218,I bring up weddings in every situation,20,blocks.20.hook_resid_pre,167.25865
3219,I bring up weddings in every situation,20,blocks.20.hook_resid_pre,118.29725
3220,I bring up weddings in every situation,20,blocks.20.hook_resid_pre,116.81663
3221,I bring up weddings in every situation,20,blocks.20.hook_resid_pre,140.19113
3222,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,167.14688
3223,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,138.25711
3224,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,129.93727
3225,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,129.20103
3226,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,180.80035
3227,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,123.522736
3228,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,130.51843
3229,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,112.083115
3230,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,119.1134
3231,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,121.76305
3232,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,128.6458
3233,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,116.47254
3234,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,110.4291
3235,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,132.73076
3236,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,126.68394
3237,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,146.4911
3238,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,116.478615
3239,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,107.75317
3240,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,103.963036
3241,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,133.8085
3242,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,116.30067
3243,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,143.58273
3244,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,147.87106
3245,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,128.66754
3246,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,113.23407
3247,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,139.85907
3248,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,123.282646
3249,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,158.44731
3250,"I hate talking about weddings. Instead, let's talk about a totally different topic, like the impact of NGDP on the price of gold.",20,blocks.20.hook_resid_pre,98.3436
3251,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,171.94812
3252,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,174.92175
3253,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,162.87953
3254,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,121.54281
3255,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,140.5145
3256,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,159.71721
3257,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,128.27849
3258,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,153.44882
3259,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,150.92467
3260,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,125.1798
3261,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,134.95535
3262,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,133.42581
3263,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,142.61095
3264,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,118.40814
3265,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,149.4451
3266,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,130.49213
3267,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,128.534
3268,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,154.10298
3269,"Artificial intelligence is transforming industries and reshaping the way we live, work, and interact.",20,blocks.20.hook_resid_pre,102.101654
3270,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,176.69312
3271,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,157.4584
3272,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,120.799095
3273,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,118.12847
3274,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,123.51363
3275,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,118.24668
3276,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,119.57433
3277,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,138.4132
3278,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,143.20729
3279,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,125.83024
3280,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,128.72606
3281,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,137.0739
3282,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,114.07442
3283,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,117.874504
3284,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,111.4246
3285,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,123.26437
3286,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,112.50325
3287,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,143.00499
3288,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,153.03706
3289,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,121.38662
3290,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,125.42115
3291,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,119.960495
3292,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,148.22868
3293,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,161.45784
3294,"Climate change is one of the most pressing issues of our time, and we must take immediate action to reduce our carbon footprint.",20,blocks.20.hook_resid_pre,98.97188
3295,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,176.95279
3296,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,148.49226
3297,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,138.80547
3298,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,151.78482
3299,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,164.06683
3300,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,126.28673
3301,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,128.17886
3302,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,123.67984
3303,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,114.107735
3304,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,121.949974
3305,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,142.24829
3306,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,119.82368
3307,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,164.9155
3308,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,152.19525
3309,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,145.34833
3310,"The rise of electric vehicles has led to an increased demand for lithium-ion batteries, driving innovation in the field of battery technology.",20,blocks.20.hook_resid_pre,152.5446
